01-2014,11683,541620.7684,243793.5375,297827.2308,35874524.6,2446990.755
02-2014,11685,542130.3148,244022.8938,298107.421,35745291.37,2439728.511
03-2014,11685,542639.8612,244252.2501,298387.6111,35939141.22,2446990.755
04-2014,11687,543149.4076,244481.6063,298667.8012,36068374.45,2454253
05-2014,11687,543658.954,244710.9626,298947.9914,36326840.92,2468777.489
06-2014,11687,544168.5004,244940.3189,299228.1815,36197607.68,2461515.245
07-2014,11687,544678.0468,245169.6751,299508.3716,36196315.35,2461442.622
08-2014,11687,545187.5932,245399.0314,299788.5618,36067082.12,2454180.378
09-2014,11687,545697.1396,245628.3877,300068.7519,36054158.79,2453454.153
10-2014,11687,546206.686,245857.744,300348.942,35989542.18,2449823.031
11-2014,11687,546716.2324,246087.1002,300629.1321,35731075.71,2435298.542
12-2014,11687,547225.7788,246316.4565,300909.3223,35855139.62,2478581.519
01-2015,11687,547745.6433,246550.4571,301195.1861,37107790.28,2209242.411
02-2015,11687,548265.5077,246784.4578,301481.05,37237023.52,2216504.656
03-2015,11687,548785.3722,247018.4584,301766.9138,37366256.75,2223766.901
04-2015,11711,549305.2367,247252.459,302052.7777,37495489.98,2231029.145
05-2015,11735,549825.1012,247486.4597,302338.6416,37753956.45,2245553.634
06-2015,11743,550344.9657,247720.4603,302624.5054,37495489.98,2231029.145
07-2015,11747,550864.8302,247954.4609,302910.3693,37301640.13,2220135.778
08-2015,11751,551384.6947,248188.4616,303196.2331,36913940.43,2198349.044
09-2015,11751,551904.5592,248422.4622,303482.097,36901017.11,2197622.82
10-2015,11751,552424.4237,248656.4628,303767.9608,36642550.65,2183098.331
11-2015,11751,552944.2882,248890.4635,304053.8247,36448700.8,2172204.964
12-2015,11751,553464.1526,249124.4641,304339.6885,39731224.91,2095225.171
01-2016,11751,553985.3314,249359.0563,304626.2751,44637217.53,2503915.995
02-2016,11751,554506.5101,249593.6485,304912.8616,44507984.3,2496653.75
03-2016,11751,555027.6889,249828.2407,305199.4482,45024917.23,2503915.995
04-2016,11673,555548.8676,250062.8329,305486.0347,45024917.23,2511178.239
05-2016,11543,556070.0464,250297.4251,305772.6212,45154150.47,2525702.728
06-2016,11530,556591.2251,250532.0173,306059.2078,44637217.53,2511178.239
07-2016,11517,557112.4039,250766.6095,306345.7943,44701834.15,2500284.872
08-2016,11517,557633.5826,251001.2017,306632.3809,44314134.45,2478498.138
09-2016,11517,558154.7613,251235.7939,306918.9674,44701834.15,2477771.914
10-2016,11517,558675.9401,251470.3861,307205.5539,44637217.53,2477771.914
11-2016,11517,559197.1188,251704.9783,307492.1405,44701834.15,2466878.547
12-2016,11517,559718.2976,251939.5705,307778.727,46704949.26,2506094.668
01-2017,11517,560245.3656,252176.8136,308068.552,43876820.98,2320789.078
02-2017,11517,560772.4337,252414.0567,308358.377,43747587.75,2313526.833
03-2017,11517,561299.5018,252651.2998,308648.2019,44006054.22,2328051.323
04-2017,11547,561826.5698,252888.5429,308938.0269,44329137.3,2346206.934
05-2017,11583,562353.6379,253125.786,309227.8519,44587603.76,2360731.423
06-2017,11589,562880.706,253363.0291,309517.6768,44329137.3,2346206.934
07-2017,11666,563407.774,253600.2722,309807.5018,44135287.45,2335313.567
08-2017,11666,563934.8421,253837.5153,310097.3268,43747587.75,2313526.833
09-2017,11666,564461.9101,254074.7584,310387.1517,43489121.28,2299002.344
10-2017,11666,564988.9782,254312.0015,310676.9767,43230654.82,2284477.855
11-2017,11666,565516.0463,254549.2446,310966.8017,43101421.59,2277215.61
12-2017,11666,566043.1143,254786.4877,311256.6266,42390638.8,2237273.265
01-2018,11666,566576.1383,255026.4116,311549.7266,48022984.73,2400588.828
02-2018,11666,567109.1622,255266.3356,311842.8266,47893751.5,2393326.583
03-2018,11666,567642.1861,255506.2595,312135.9266,48152217.97,2407851.073
04-2018,11666,568175.2101,255746.1835,312429.0266,48475301.05,2426006.684
05-2018,11666,568708.234,255986.1074,312722.1266,48733767.51,2440531.173
06-2018,11666,569241.2579,256226.0313,313015.2266,48475301.05,2426006.684
07-2018,11671,569774.2819,256465.9553,313308.3266,48281451.2,2415113.317
08-2018,11681,570307.3058,256705.8792,313601.4266,47893751.5,2393326.583
09-2018,11696,570840.3297,256945.8032,313894.5266,47635285.03,2378802.094
10-2018,11716,571373.3537,257185.7271,314187.6265,47376818.57,2364277.605
11-2018,11726,571906.3776,257425.6511,314480.7265,47247585.34,2357015.36
12-2018,11732,572439.4015,257665.575,314773.8265,46536802.55,2317073.015
