01-2014,3141,402643.0541,127148.8216,275235.0528,39167061.66,1518905.405
02-2014,3142,403021.853,127268.4408,275494.2325,39024090.9,1514272.977
03-2014,3142,403400.6518,127388.06,275753.4122,39238547.04,1518905.405
04-2014,3144,403779.4507,127507.6791,276012.5919,39381517.8,1523537.833
05-2014,3144,404158.2495,127627.2983,276271.7715,39667459.31,1532802.69
06-2014,3144,404537.0483,127746.9175,276530.9512,39524488.55,1528170.261
07-2014,3144,404915.8472,127866.5366,276790.1309,39523058.85,1528123.937
08-2014,3144,405294.646,127986.1558,277049.3106,39380088.09,1523491.509
09-2014,3144,405673.4449,128105.775,277308.4902,39365791.01,1523028.266
10-2014,3144,406052.2437,128225.3941,277567.6699,39294305.63,1520712.052
11-2014,3144,406431.0425,128345.0133,277826.8496,39008364.12,1511447.196
12-2014,3144,406809.8414,128464.6325,278345.2089,39145616.04,1539056.468
01-2015,3144,407196.3107,128586.6739,278609.6369,41631391.15,1447248.595
02-2015,3144,407582.7801,128708.7153,278874.0648,41774361.91,1451881.023
03-2015,3144,407969.2494,128830.7567,279138.4928,41917332.67,1456513.451
04-2015,3162,408355.7188,128952.7981,279402.9207,42060303.42,1461145.879
05-2015,3180,408742.1881,129074.8395,279667.3487,42346244.94,1470410.735
06-2015,3186,409128.6575,129196.8809,279931.7766,42060303.42,1461145.879
07-2015,3189,409515.1268,129318.9223,280196.2046,41845847.29,1454197.237
08-2015,3192,409901.5962,129440.9637,280460.6325,41416935.01,1440299.953
09-2015,3192,410288.0655,129563.0051,280725.0605,41402637.94,1439836.71
10-2015,3192,410674.5349,129685.0465,280989.4884,41116696.42,1430571.854
11-2015,3192,411061.0042,129807.0879,281253.9164,40902240.28,1423623.211
12-2015,3192,411447.4736,129929.1293,281518.3443,44533697.54,1374519.473
01-2016,3192,411834.92,130051.4792,281783.4408,44422797.51,1425141.178
02-2016,3192,412222.3663,130173.8291,282048.5372,44279826.75,1420508.75
03-2016,3192,412609.8127,130296.1791,282313.6336,44422797.51,1425141.178
04-2016,3216,412997.2591,130418.529,282578.7301,44565768.27,1429773.606
05-2016,3256,413384.7054,130540.8789,282843.8265,44851709.78,1439038.463
06-2016,3260,413772.1518,130663.2288,283108.923,44565768.27,1429773.606
07-2016,3264,414159.5982,130785.5788,283374.0194,44351312.13,1422824.964
08-2016,3264,414547.0445,130907.9287,283639.1158,43922399.85,1408927.68
09-2016,3264,414934.4909,131030.2786,283904.2123,43707943.72,1408464.437
10-2016,3264,415321.9373,131152.6286,284169.3087,43422002.2,1408464.437
11-2016,3264,415709.3837,131274.9785,284434.4052,43207546.06,1401515.795
12-2016,3264,416096.83,131397.3284,284699.5016,45638048.95,1426530.907
01-2017,3264,416488.6545,131521.0609,284967.5936,53059414.09,1584808.761
02-2017,3264,416880.4791,131644.7934,285235.6857,52916443.33,1580176.333
03-2017,3264,417272.3036,131768.5259,285503.7777,53202384.85,1589441.19
04-2017,3474,417664.1281,131892.2584,285771.8697,53559811.75,1601022.26
05-2017,3726,418055.9526,132015.9909,286039.9618,53845753.26,1610287.116
06-2017,3768,418447.7771,132139.7233,286308.0538,53559811.75,1601022.26
07-2017,3734,418839.6016,132263.4558,286576.1458,53345355.61,1594073.618
08-2017,3734,419231.4261,132387.1883,286844.2378,52916443.33,1580176.333
09-2017,3734,419623.2507,132510.9208,287112.3299,52630501.82,1570911.477
10-2017,3734,420015.0752,132634.6533,287380.4219,52344560.3,1561646.621
11-2017,3734,420406.8997,132758.3858,287648.5139,52201589.54,1557014.193
12-2017,3734,420798.7242,132882.1182,287916.606,51415250.37,1531535.838
01-2018,3734,421194.9763,133007.2489,288187.7274,53476468.84,1601830.678
02-2018,3734,421591.2285,133132.3796,288458.8489,53333498.08,1597198.25
03-2018,3734,421987.4806,133257.5102,288729.9704,53619439.6,1606463.106
04-2018,3734,422383.7327,133382.6409,289001.0919,53976866.5,1618044.177
05-2018,3734,422779.9849,133507.7715,289272.2133,54262808.01,1627309.033
06-2018,3734,423176.237,133632.9022,289543.3348,53976866.5,1618044.177
07-2018,3741,423572.4891,133758.0329,289814.4563,53762410.36,1611095.534
08-2018,3755,423968.7413,133883.1635,290085.5777,53333498.08,1597198.25
09-2018,3776,424364.9934,134008.2942,290356.6992,53047556.57,1587933.394
10-2018,3804,424761.2455,134133.4249,290627.8207,52761615.05,1578668.537
11-2018,3818,425157.4977,134258.5555,290898.9421,52618644.29,1574036.109
12-2018,3825,425553.7498,134383.6862,291170.0636,51832305.12,1548557.755
