 , ,BOMBAY / COLABA,INDIA (STATIONS SOUTH OF LATITUDE 20~N),Lat:18.90N,Long:72.82E,Height:9 (m) ,
Year,Month,Mean Temp.,Max.Temp.(Monthly Mean),Min.Temp.(Monthly Mean),Precip.,Mean Temp. Normal,Precip. Normal, SPI 3-Month, SPI 6-Month, SPI 12-Month
,,[degC],[degC],[degC],[mm],[degC],[mm])
2015, 9, 28.3, 30.8, 25.7, 270, 27.8, 315.1, -2, -0.88, 
2015, 10, 30.0, 33.2, 26.8, 73, 28.9, 82.2, -0.79, -0.85, 
2015, 11, 29.5, 33.8, 25.3, 2, 28.4, 12.1, 0.09, -0.92, 
2015, 12, 26.6, 31.4, 21.8, 0, 26.5, 1.8, 0.23, -1.87, 
2016, 1, 25.3, 30.1, 20.4, 0, 24.9, 0.9, -0.22, -0.79, -0.78
2016, 2, 25.2, 29.0, 21.3, 0, 25.3, 0.3, -0.63, 0.07, -0.85
2016, 3, 28.2, 32.0, 24.4, 0, 27.1, 0.9, -0.53, 0.2, -0.88
2016, 4, , , , , 28.9, 0.6, , , 
2016, 5, 31.1, 34.3, 28.0, 4, 30.5, 15.6, , , 
2016, 6, 29.8, 32.1, 27.6, 531, 29.3, 518.0, , , 
2016, 7, 27.3, 29.0, 25.6, 754, 27.8, 729.3, 0.03, , 
2016, 8, 27.8, 29.7, 25.9, 488, 27.4, 505.1, 0.07, , 
2016, 9, 27.3, 29.6, 25.1, 733, 27.8, 315.1, 1.07, , 
2016, 10, 28.0, 31.2, 24.8, 67, 28.9, 82.2, 1.2, 0.88, 
2016, 11, , 28.7, 23.1, 0, 28.4, 12.1, 1.63, 0.91, 
2016, 12, 28.0, 33.7, 22.3, , 26.5, 1.8, , , 
2017, 1, 25.5, 30.6, 20.3, 0, 24.9, 0.9, , , 
2017, 2, 26.7, 31.8, 21.6, 0, 25.3, 0.3, , , 
2017, 3, 27.7, 31.8, 23.7, , 27.1, 0.9, , , 
2017, 4, 30.0, 33.7, 26.3, 0, 28.9, 0.6, , , 
2017, 5, 31.4, 34.6, 28.1, 0, 30.5, 15.6, , , 
2017, 6, 29.3, 31.9, 26.7, 559, 29.3, 518.0, 0.03, , 
2017, 7, 28.1, 30.3, 25.9, 525, 27.8, 729.3, -0.55, , 
2017, 8, 27.7, 30.0, 25.5, 652, 27.4, 505.1, -0.01, , 
2017, 9, 28.4, 31.0, 25.8, 519, 27.8, 315.1, 0.52, 0.43, 
2017, 10, 29.3, 32.9, 25.8, 94, 28.9, 82.2, 1.15, 0.48, 
2017, 11, 28.3, 33.4, 23.2, 0, 28.4, 12.1, 1.09, 0.5, 
2017, 12, 25.9, 30.4, 21.3, 105, 26.5, 1.8, 1.26, 0.71, 
2018, 1, 25.2, 30.8, 19.5, 0, 24.9, 0.9, 2.37, 1.33, 
2018, 2, 26.5, 31.6, 21.5, 0, 25.3, 0.3, 4.3, 1.4, 
2018, 3, 28.0, 32.1, 23.9, 0, 27.1, 0.9, -0.53, 1.24, 0.62
2018, 4, 29.3, 33.2, 25.3, 0, 28.9, 0.6, -0.62, 2.45, 0.63
2018, 5, 30.8, 34.2, 27.5, 0, 30.5, 15.6, -1.06, 2.47, 0.62
2018, 6, 28.8, 31.6, 26.0, 788, 29.3, 518.0, 0.8, 0.76, 0.9
2018, 7, 27.1, 29.7, 25.0, 743, 27.8, 729.3, 0.64, 0.57, 1.28
2018, 8, 27.1, 29.5, 24.8, 189, 27.4, 505.1, -0.04, -0.14, 0.56
2018, 9, 28.1, 31.4, 24.9, 59, 27.8, 315.1, -1.18, -0.52, -0.28
2018, 10, 30.1, 34.8, 25.4, 15, 28.9, 82.2, -2.03, -0.6, -0.4
2018, 11, 29.3, 34.4, 24.1, 5, 28.4, 12.1, -1.79, -0.64, -0.38
2018, 12, 26.5, 31.8, 21.1, 0, 26.5, 1.8, -0.75, -1.27, -0.61
2019, 1, 24.6, 30.3, 19.0, 0, 24.9, 0.9, 0, -1.99, -0.61
